MODEL|TYPECODE
G-115 C2|G115
G-115 D|G115
G-115 D2|G115
G-115 E|G115
G-1159|GLF3
G-1159A|GLF3
G1159B|G159
G-120|G120
G-120 A|G120
G-120 SNUNIT A-1|G120
G-120 TP|G120
G150|G150
G159|G159
G-159|G159
G-159 (GRUMMAN)|G159
G160 RANGER|G160
G-164 AG-CAT|G164
G-164A SUPER AG-CAT|G164
G-164B AG-CAT|G164
G18/16 HOT AIR BALLOON|BALL
G18S|BE18
G-2 GALEB A|G2GL
G200|GALX
G-21|G21
G-21A|G21
G-21A (GRUMMAN)|G21
G-21C|G21T
G21G|G21
G22/24 HOT AIR BALLOON|BALL
G26/16 HOT AIR BALLOON|BALL
G26/24 HOT AIR BALLOON|BALL
G280|G280
G280 (GULFSTREAM)|C680
G-3 MIRAGE|G3
G-3 MIRAGE 600|G3
G-3 NXT|G3
G-3/600 MIRAGE|G3
G30/24 HOT AIR BALLOON|BALL
G300|G300
G33/24 HOT AIR BALLOON|BALL
G34/24 HOT AIR BALLOON|BALL
G36|C25C
G36/24 HOT AIR BALLOON|BALL
G40/24 HOT AIR BALLOON|BALL
G40/4 HOT AIR BALLOON|BALL
G42/24 HOT AIR BALLOON|BALL
G-44|G44
G-44A|G44
G45/24 HOT AIR BALLOON|BALL
G-450|A37
G50/24 HOT AIR BALLOON|BALL
G-520 EGRETT II|EGRT
G550|GLF5
G58|BE58
G60/24 HOT AIR BALLOON|BALL
G650|GLF6
G-73|G73
G-73AT|G73T
G-73T|G73T
G85/24 HOT AIR BALLOON|BALL
G-90|BALL
GA-10 AIRVAN|GA10
GA-7 COUGAR|GA7
GA-8 AIRVAN|GA8
GA-8 AIRVAN TC-320|GA8
GA-8 TC-320|GA8
GA8-TC 320|GA8
GALAXY|GALX
GALEB G-2|G2GL
GALEB G2-A|G2GL
GANDER MK 2|BK17
GARDAN GY-80-160|GY80
GARDAN GY80-160 HORIZON|GY80
GARDAN GY80-160D HORIZON|GY80
GARDAN GY80-180 HORIZON|GY80
GAS BALLOON|BALL
GASSER|B350
GATES LEARJET 35 A|LJ35
GATES LEARJET 55|LJ55
GATES LEARJET 55 ER|LJ55
GAUNTLET MK.II|GAUN
GAWRON PZL-101A|PZ01
GAWRON PZL-101G|PZ01
GAZ AILE SP-2|ULAC
GAZELLE AH.MK1 GAZELLE|GAZL
GAZELLE H.T. MK.2|GAZL
GAZELLE HT.MK2 GAZELLE|GAZL
GAZELLE HT.MK3 GAZELLE|GAZL
GAZELLE SA.341 AH.1|GAZL
GAZELLE SA.341 F|GAZL
GAZELLE SA.341 F2|GAZL
GAZELLE SA.341 G|GAZL
GAZELLE SA.341 H|GAZL
GAZELLE SA.341 HT.3|GAZL
GAZELLE SA.341 L|GAZL
GAZELLE SA.341B AH.1|GAZL
GAZELLE SA.342 J|GAZL
GAZELLE SA.342 K|GAZL
GAZELLE SA.342 L1|GAZL
GAZELLE SA.342 M|GAZL
GAZELLE SA341F2|GAZL
GAZELLE SA342J|GAZL
GAZELLE SA342M|GAZL
GB1 GAMEBIRD|C208
GB1000 HOT AIR BALLOON|BALL
GC-1B|GC1
GEFA-FLUG AS 105 GD|SHIP
GEIER II|GLID
GEIER IIB|GLID
GEMINI FLASH|ULAC
GEMINI FLASH (MODIFIED)|ULAC
GEMINI FLASH II|ULAC
GEMINI FLASH IIA|ULAC
GEMINI FLASH IIA (MODIFIED)|ULAC
GEMINI SPRINT|ULAC
GENERAL DYNAMICS F-16AM FIGHTING FALCON|F16
GENERAL DYNAMICS F-16BM FIGHTING FALCON|F16
GENERAL DYNAMICS F-16C FIGHTING FALCON|F16
GENERAL DYNAMICS F-16CJ FIGHTING FALCON|F16
GENERAL DYNAMICS F-16CM FIGHTING FALCON|F16
GII|GLF2
GII B|GLF2
GII SP|GLF2
GII TT|GLF2
GIII|GLF3
G-III|GLF3
GILES G-200|G200
GILES G-202|G202
GIPPSAERO GA-8 AIRVAN TC-320|GA8
GIPPSLAND GA-8 AIRVAN|GA8
GIPSY MOTH DH.60G|DH60
GIV|GLF4
G-IV|GLF2
G-IV (G300)|G300
G-IV (G350)|C25B
GIV SP|GLF4
GIV-X|GLF4
GIV-X (G450)|C680
GLASAIR II|GLAS
GLASAIR II RG|GLAS
GLASAIR II-FT|GLAS
GLASAIR III|GLAS
GLASAIR III (SH-3R)|GLAS
GLASAIR III AB|GLAS
GLASAIR III GLASAIR|GLAS
GLASAIR III MODEL SH-3R GLASAIR|GLAS
GLASAIR III RG|GLAS
GLASAIR III TURBINE GLASAIR|GLAS
GLASAIR II-RG|GLAS
GLASAIR IIS FT GLASAIR|GLAS
GLASAIR II-S RG|GLAS
GLASAIR II-SRG GLASAIR|GLAS
GLASAIR I-TD|GLAS
GLASAIR RG GLASAIR|GLAS
GLASAIR SH-3R|GLAS
GLASAIR SUPER II-RG|GLAS
GLASER-DIRKS DG-100|GLID
GLASER-DIRKS DG-300 ELAN|GLID
GLASER-DIRKS DG-400|DG40
GLASER-DIRKS DG-600|GLID
GLASER-DIRKS DG-600/18M|GLID
GLASER-DIRKS DG-800A|DG80
GLASER-DIRKS DG-800B|DG80
GLASFL??GEL 304|GLID
GLASFL??GEL 304 B|GLID
GLASFL??GEL 304 MS|GLID
GLASFLUGEL 304|GLID
GLASFLUGEL 304 B|GLID
GLASFLUGEL 304 ES|GLID
GLASFLUGEL 304 MS|GLID
GLASFLUGEL 304 S SHARK|GLID
GLASTAR|GLST
GLASTAR (TREVOR EYBEN)|BE10
GLASTAR GS-1|BE20
GLASTAR SH-1|GLST
GLOBAL 5000|GL5T
GLOBAL 6000|GLEX
GLOBAL EXPRESS|GLEX
GLOBAL EXPRESS SENTINEL R.1|GLEX
GLOBAL EXPRESS XRS|GLEX
GLOBE GC-1B|C501
GLOBE GC-1B SWIFT SWIFT|GC1
GLOBE SWIFT GC-1B|GC1
GLOS-AIRTOURER SERIES 115 AIRTOURER|TOUR
GLOS-AIRTOURER SUPER 150 AIRTOURER|TOUR
GLOSTER METEOR NF11 METEOR|METR
GMB BO 105M (MESSERSCHMITT)|B105
GNAT MK1 GNAT|GNAT
GNAT T 1|GNAT
GNAT T.1|GNAT
GNAT T.MK.1|GNAT
GOLDEN BUTTERFLY|GYRO
GOMHOURIA MK.6|BU81
GOODWIN 2000|GYRO
GOODYEAR-REBUILDER|CORS
GOOSE G-21A|G21
GOPPINGEN GO 1 WOLF|GLID
GOPPINGEN GO 1 WOLF REPLICA|GLID
GOPPINGEN GO 3 MINIMOA|GLID
GOPPINGEN GO 3 MINIMOA REPLICA|GLID
GOPPINGEN GO 4 GOEVIER III|GLID
GOZO|GAZL
GP20 HOT AIR BALLOON|BALL
GP-4|GP4
GRAFFITI MA30 MAVERICK 11|ULAC
GRAFFITI TRIKE|ULAC
GREAT LAKES 2T-1A GREAT LAKES|G2T1
GREAT LAKES 2T-1A-2 GREAT LAKES|G2T1
GREAT LAKES SPORTS TRAINER|G2T1
GRIFFIN HAR.2|B412
GRIFFIN HT.1|B412
GRIPEN JAS-39 C|SB39
GROB 180|GSPN
GROB G 103|GLID
GROB G 103 A|GLID
GROB G 109|G109
GROB G 109B|G109
GROB G102 ASTIR CS|GLID
GROB G102 ASTIR CS JEANS|GLID
GROB G102 ASTIR CS77|GLID
GROB G102 CLUB ASTIR II ASTIR|GLID
GROB G102 CLUB ASTIR III ASTIR|GLID
GROB G102 CLUB ASTIR IIIB ASTIR|GLID
GROB G102 STANDARD ASTIR II|GLID
GROB G102 STANDARD ASTIR III|GLID
GROB G103 TWIN ASTIR II ASTIR|GLID
GROB G103 TWIN II TWIN II|GLID
GROB G103A TWIN II ACRO ACRO|GLID
GROB G103C TWIN III|GLID
GROB G103C TWIN III ACRO TWIN III ACRO|GLID
GROB G104 SPEED ASTIR IIB ASTIR|GLID
GROB G109|G109
GROB G109B|G109
GROB G115|G115
GROB G-115 A|G115
GROB G-115 C|G115
GROB G115A|G115
GROB G115B|G115
GROB G115D 2|G115
GROB G115E TUTOR|G115
GROPPO GROPPINO|ULAC
GROPPO TRAIL|TRAL
GROPPO TRAIL MK2|TRAL
GRUMMAN AA-1B TRAINER|AA1
GRUMMAN AA-1C LYNX|AA1
GRUMMAN AA-5 TRAVELLER|AA5
GRUMMAN AA-5A CHEETAH|AA5
GRUMMAN AA-5B TIGER|AA5
GRUMMAN AMERICAN AA-5 TRAVELER|AA5
GRUMMAN AMERICAN AA-5A CHEETAH|AA5
GRUMMAN AMERICAN AA-5B TIGER|AA5
GRUMMAN AMERICAN GA-7 COUGAR|GA7
GRUMMAN F8F-2P BEARCAT|BCAT
GRUMMAN FM-2|WCAT
GRUMMAN FM2 WILDCAT|WCAT
GRUMMAN GIII|GLF3
GRUNAU 9 (ESG)|GLID
GRUNAU BABY (108-49)|GLID
GRUNAU BABY (108-49) IIA|GLID
GRUNAU BABY (108-49) IIB|GLID
GRUNAU BABY (108-66) III|GLID
GRUNAU BABY II|GLID
GRUNAU BABY IIB|GLID
GRUNAU BABY III|GLID
GRUNAU GB II|GLID
GTE|ULAC
GTE 582S|ULAC
GUEPARD|GUEP
GUEPARD 912|GUEP
GUIMBAL CABRI G2|G2CA
GULFSTREAM 200|CL30
GULFSTREAM 200 (GULFSTREAM)|P180
GULFSTREAM AA-5A CHEETAH|AA5
GULFSTREAM AA-5B TIGER|AA5
GULFSTREAM AEROSPACE C-20F|GLF4
GULFSTREAM AEROSPACE C-20H|GLF4
GULFSTREAM AEROSPACE C-37A|GLF5
GULFSTREAM AEROSPACE C-37B|GLF5
GULFSTREAM AEROSPACE G150|G150
GULFSTREAM AEROSPACE G200|G200
GULFSTREAM AEROSPACE G280|G280
GULFSTREAM AEROSPACE G350|GLF4
GULFSTREAM AEROSPACE G450|GLF4
GULFSTREAM AEROSPACE G500|GLF5
GULFSTREAM AEROSPACE G550|GLF5
GULFSTREAM AEROSPACE G650|GLF6
GULFSTREAM AEROSPACE G650 ER|GLF6
GULFSTREAM AEROSPACE GIV|GLF4
GULFSTREAM AEROSPACE GIV SP|GLF4
GULFSTREAM AEROSPACE GV|GLF5
GULFSTREAM AMERICAN GA-7 COUGAR|GA7
GULFSTREAM G150|C550
GULFSTREAM G150 (GULFSTREAM)|G150
GULFSTREAM G200|GALX
GULFSTREAM G280|C650
GULFSTREAM GIV-X (G450) GULFSTREAM G450|GLF4
GULFSTREAM GVI|GLF6
GULFSTREAM GVII-G600|GA6C
GULFSTREAM GV-SP GULFSTREAM G550|GLF5
GV|GLF5
G-V|F2TH
GV (GULFSTREAM)|GLF5
GVI|GLF6
GVI (G650)|GLEX
GVI (G650/ER)|GLF6
GVI(G650ER)|B763
GVI/G650|GLF6
GVII-G500|C680
GVIII-G700|G280
GV-SP|GLF5
GV-SP (G500)|HA4T
GV-SP (G550)|G200
GX|GX
GY 20|GY20
GY 201|GY20
GY-100 BAGHERA 135|GY10
GY-80 150 HORIZON|GY80
GY-80 150D HORIZON|GY80
GY-80 160 HORIZON|GY80
GY-80 160D HORIZON|GY80
GY-80 180 HORIZON|GY80
GYR FARNALL 250|ULAC
GYROBEE|GYRO
GYROBEE HONEYBEE G2|GYRO
GYRODYNE XRON OPTIMISED|GYRO
GYROGEO|GYRO
GYROPLANE|GYRO
H 101|GLID
H 301|GLID
H 301 LIBELLE LIBELLE|GLID
H 36|DIMO
H 36 DIMONA|DIMO
H.28 REPLICA|GLID
H101 SALTO|GLID
H-13|B47G
H135|EC35
H135 P3|EC35
H13G|B47G
H-13G SIOUX|B47G
H-13H|B47G
H-13H SIOUX|B47G
H145|EC45
H18|BE18
H-18|BE18
H18 (BEECH)|BE18
H-19B CHICKASAW|S55P
H-19C CHICKASAW|S55P
H-19D|S55P
H-19D CHICKASAW|S55P
H1-B|GYRO
H201 B STANDARD LIBELLE|GLID
H201 STANDARD LIBELLE|GLID
H203 STANDARD LIBELLE|GLID
H204 STANDARD LIBELLE|GLID
H205 CLUB LIBELLE|GLID
H206 C HORNET|GLID
H206 HORNET|GLID
H-23A RAVEN|UH12
H-23D|UH12
H-23D RAVEN|UH12
H2S|DYH2
H301 B LIBELLE|GLID
H301 LIBELLE|GLID
H303 B MOSQUITO|GLID
H303 MOSQUITO|GLID
H-34D SEABAT|S58P
H36 DIMONA|DIMO
H-40|H40
H401 KESTREL|GLID
H401 KESTREL 17|GLID
H-42 HOT AIR BALLOON|BALL
H-6|H500
H604|GLID
H-65 HOT AIR BALLOON|BALL
H-77 HOT AIR BALLOON|BALL
HA-200 SAETA|SATA
HA-220|SATA
HA-420|C550
HABICHT (108-53) E REPLICA|GLID
HADRON|PARA
HADRON 24|PARA
HADRON 26 M2|PARA
HADRON XX|PARA
HADRON XX WATER|PARA
HAL.748 203|A748
HAL.748 218|A748
HAL.748 219|A748
HAL.748 220|A748
HAL.748 224|A748
HAL.748 247|A748
HAL.748 2M LFD|A748
HALLEY APOLLO GYRO AG-1|GYRO
HAPI CYGNET SF-2A CYGNET|SF2
HARMON ROCKET II|HROC
HARVARD 2|T6
HARVARD 2 (HARVARD)|T6
HARVARD 4|T6
HARVARD 4 (HARVARD)|T6
HARVARD 4 HARVARD|T6
HARVARD 4M (HARVARD)|T6
HARVARD 4M HARVARD|T6
HARVARD II|T6
HARVARD II A|T6
HARVARD II B|T6
HARVARD IIA|T6
HARVARD IIB HARVARD|T6
HARVARD III|T6
HARVARD IV|T6
HARVARD MARK II|T6
HARVARD MK IV|T6
HARVARD MK. IV (HARVARD)|T6
HARVARD MKII|T6
HAT-4B|GYRO
HATZ CB-1|CB1
HAULER|AVID
HAWK 120D|HAWK
HAWK 127|HAWK
HAWK I ARROW|ULAC
HAWK MK 67|HAWK
HAWK MK.165|HAWK
HAWK MK.166|HAWK
HAWK T.1|HAWK
HAWK T.1A|HAWK
HAWK T.1W|HAWK
HAWK T.2|HAWK
HAWK T1A|HAWK
HAWKER 1000|H25C
HAWKER 4000|HA4T
HAWKER 4000 HORIZON|HA4T
HAWKER 400A HAWKER 400XP|BE40
HAWKER 400XP|BE40
HAWKER 750|H25B
HAWKER 800|H25B
HAWKER 800XP|ASTR
HAWKER 800XP (RAYTHEON)|H25B
HAWKER 850XP|H25B
HAWKER 850XP (RAYTHEON)|H25B
HAWKER 900XP|BE40
HAWKER BEECHCRAFT CORP 125 850XP|H25B
HAWKER BEECHCRAFT CORP C-12V-1 HURON|BE20
HAWKER BEECHCRAFT CORP HAWKER 4000|HA4T
HAWKER BEECHCRAFT CORP HAWKER 400XP|BE40
HAWKER BEECHCRAFT CORP HAWKER 750|H25B
HAWKER BEECHCRAFT CORP HAWKER 900XP|H25B
HAWKER BEECHCRAFT CORP KING AIR 200GT|BE20
HAWKER BEECHCRAFT CORP KING AIR B350|B350
HAWKER BEECHCRAFT CORP KING AIR C90GT|BE9L
HAWKER BEECHCRAFT CORP KING AIR C90GTI|BE9L
HAWKER BEECHCRAFT CORP MC-12W LIBERTY|B350
HAWKER BEECHCRAFT CORP PREMIER I|PRM1
HAWKER HNTR FMK 58|HUNT
HAWKER HUNTER F6.A HUNTER|HUNT
HAWKER HUNTER GA11 HUNTER|HUNT
HAWKER HUNTER MK 58|HUNT
HAWKER HUNTER MK 58A|HUNT
HAWKER HUNTER MK.58|HUNT
HAWKER HUNTER MK.58 HUNTER|HUNT
HAWKER HUNTER MK.58A HUNTER|HUNT
HAWKER HUNTER PR11 HUNTER|HUNT
HAWKER HUNTER T7 (HAWKER HUNTER)|HUNT
HAWKER HUNTER T7 HUNTER|HUNT
HAWKER HUNTER T7A HUNTER|HUNT
HAWKER HUNTER T8B HUNTER|HUNT
HAWKER HUNTER T8C HUNTER|HUNT
HAWKER HUNTER T8M HUNTER|HUNT
HAWKER HURRICANE (HAWKER HURRICANE)|HURI
HAWKER HURRICANE XII (HAWKER HURRICANE)|HURI
HAWKER MARK 20|FURY
HB 207 V|H207
HB 207 V RG|H207
HB 21/2400|GLID
HB 23/2400|GLID
HB 23/2400 SCANLINER|GLID
HB 23/2400 SP|GLID
HB-207 ALFA|H207
HB-207 V-RG ALFA|H207
HB-207A ALFA|H207
HB-21 2400B HOBBYLIFTER|GLID
HB-21 HOBBYLINER|GLID
HB-23 2400 HOBBYLINER|GLID
HB-23 2400SP HOBBYLINER|GLID
HBV-DIAMANT|GLID
HC130H|C130
HC-130H HERCULES|C130
HC-130J|C30J
HC-130J HERCULES|C30J
HC-130N HERCULES|C130
HC-130P HERCULES|C130
HC-144A OCEAN SENTRY|CN35
HC-144B MINOTAUR|CN35
HC-27J|C27J
HEAD AX8-105|BALL
HEAD AX8-88B|BALL
HELICORPORATION D|UHEL
HELICYCLE|UHEL
HELICYCLE (EAGLE)|UHEL
HELICYCLE BY EAGLE R & D|R44
HELICYCLE TURBINE|UHEL
HELIO H-295 COURIER|COUR
HELITHRUSTER|GYRO
HELITHRUSTER STAG|GYRO
HELIUM AIRSHIP|SHIP
HELO BANDIT|UHEL
HERCULES C130|C130
HG 380 HOT AIR BALLOON|BALL
HG 600M3 FREE BALLOON|BALL
HG K.630N FREE BALLOON|BALL
HG RD 700 FREE BALLOON|BALL
HG VL-248 HOT AIR BALLOON|BALL
HH-1H|UH1
HH-1K|UH1
HH-1N|B212
HH-3A|S61
HH-43 B/F|H43B
HH-46E|H46
HH-52A|S62
HH-60G BLACKHAWK|H60
HH-60L|H60
HH-60L BLACKHAWK|H60
HH-60M BLACK HAWK|H60
HH-60M BLACKHAWK|H60
HILLER UH-12E|UH12
HIRTH HI.27|HI27
HK 36 R|DIMO
"HK 36 R ""SUPER DIMONA"""|DIMO
HK 36 TC|DIMO
HK 36 TC SUPER DIMONA|DIMO
HK 36 TS|DIMO
HK 36 TTC|DIMO
HK 36 TTC SUPER DIMONA|DIMO
HK 36 TTC-ECO|DIMO
HK 36 TTC-ECO SUPER DIMONA|DIMO
HK 36 TTS|DIMO
HK 36R SUPER DIMONA|DIMO
HK 36TC 100 SUPER DIMONA|DIMO
HK 36TC 80 SUPER DIMONA|DIMO
HK 36TC SUPER DIMONA|DIMO
HK 36TS SUPER DIMONA|DIMO
HK 36TTC 115 SUPER DIMONA|DIMO
HK 36TTC SUPER DIMONA|DIMO
HK 36TTS SUPER DIMONA|DIMO
HO5-S1|S52
HOAC HK 36R SUPER DIMONA|DIMO
HOFFMANN H 36 DIMONA|DIMO
HOFFMANN H 36 DIMONA DIMONA|DIMO
HOFFMANN HK 36R SUPER DIMONA SUPER DIMONA|DIMO
HOFFMEIER AW-1 GYRO|GYRO
HONDA AIRCRAFT COMPANY HONDA JET HA-420|HDJT
HONDA JET HA-420|HDJT
HONEY BEE|GYRO
HORIZON 1|HORZ
HORNET|GYRO
HORNET DUAL TRAINER RAVEN|ULAC
HORNET HORNET|GLID
HORNET RS-ZA|ULAC
HORNET R-ZA|ULAC
HORNET R-ZA (MODIFIED)|ULAC
HOT AIR BALLOON|BALL
HOT AIR BALLOON G|BALL
HOVEY WHING-DING II WHING-DING|ULAC
HR 200-120|HR20
HR.100 200B ROYAL|HR10
HR.100 210 SAFARI|HR10
HR.100 210D SAFARI|HR10
HR.100 250TR|HR10
HR.100 250TR PRESIDENT|HR10
HR.100 285 TIARA|HR10
HR.200 100 CLUB|HR20
HR.200 100S CLUB|HR20
HR.200 120|HR20
HR.200 120B|HR20
HR200-160|HR20
HS 125-700A|H25B
HS 748 SERIES 2A (HAWKER SIDDELEY)|A748
HS.125 SERIES 700A|H25B
HS.125 SERIES 700B|H25B
HS.748 2A/242|A748
HS.748 2A/258|A748
HS.748 2A/266|A748
HS.748 2A/347|A748
HS.748 2B/FAA|A748
HS-110 HOT AIR AIRSHIP|SHIP
HS125 FAN 400A|H25A
HS125 SERIES 700A (BRITISH AEROSPACE)|H25B
HS-125 SERIES 700A (HAWKER SIDDELEY)|H25B
HT.2 RAVEN|UH12
HTE-2 RAVEN|UH12
HU 16A|U16
HU 16E|U16
HU-16|U16
HU-16A|U16
HU-16B|U16
HU-16C|U16
HU-25A20|FA20
HU-25C+ GUARDIAN|FA20
HUGHES 269 C|H269
HUGHES 269A HUGHES 300|H269
HUGHES 269A-1 VARIANT HUGHES 300|H269
HUGHES 269B HUGHES 300|H269
HUGHES 269C|H269
HUGHES 269C HUGHES 300|H269
HUGHES 369D HUGHES 500|H500
HUGHES 369E HUGHES 500|H500
HUGHES 369HE HUGHES 500|H500
HUGHES 369HM HUGHES 500|H500
HUGHES 369HS HUGHES 500|H500
HUGHES OH-6A CAYUSE|H500
HUGHES TH-55A OSAGE|H269
HUMLAN AUTOGYRO|GYRO
HUMMEL BIRD|ULAC
HUMMELBIRD|HUML
HUMMER TX|ULAC
HUMMINGBIRD|S52
HUMMINGBIRD 260L|S52
HUNTER F.58|HUNT
HUNTER FR.74A|HUNT
HUNTER GA.11|HUNT
HUNTER MK 58A|HUNT
HUNTER MK.58|HUNT
HUNTER T 75|HUNT
HUNTER T.53|HUNT
HUNTER T.7|HUNT
HUNTER T.75A|HUNT
HUNTER T.7A|HUNT
HUNTER T.8B|HUNT
HUNTER T.8M|HUNT
HUNTER T.MK.68|HUNT
HURRICANE IIC|HURI
HURRICANE IV|HURI
HURRICANE MK XII|HURI
HURRICANE MKIIB|HURI
HURRICANE XII|HURI
HURRICANE XIIA|HURI
HUSKY A-1|HUSK
HUSKY A-1A|HUSK
HUSKY A-1B|HUSK
HX-2 WASP|UHEL
HYBRED 44XL|ULAC
HYBRED 44XL (MODIFIED)|ULAC
HYBRED 44XLR|ULAC
HYBRED 44XLR (MODIFIED)|ULAC
HYPER GTR|HYPR
I-15 BIS|I15B
I-153|I153
I-16|I16
I-16 TYPE 24|I16
IB75A|ST75
IBIS AEROSPACE AE270|A270
IBIS RJ.03|RJ03
IBIS RJ-03|RJ03
ICH-47F CHINOOK|H47
IKARUS C42|C42
IKARUS C42 FB UK|C42
IKARUS C42 FB UK IKARUS|C42
IKARUS C42 FB100 BRAVO IKARUS|C42
IKARUS C42 FB100 IKARUS|C42
IKARUS C42 FB100 VLA IKARUS|C42
IKARUS C42 FB80 BRAVO IKARUS|C42
IKARUS C42 FB80 IKARUS|C42
IKARUS C42B|C42
IKV-3 KOTKA|GLID
IL-103|I103
IL-14 M|IL14
IL-18|IL18
IL-18 D|IL18
IL-18 D36|IL18
IL-18 E|IL18
IL-18 M-11|IL18
IL-18 V|IL18
IL-62 M|IL62
IL-62 MGR|IL62
IL-62M|IL62
IL-76|IL76
IL-76 976|IL76
IL-76 LL4|IL76
IL-76 M|IL76
IL-76 MD|IL76
IL-76 MD-90|IL76
IL-76 MD-90A|IL76
IL-76 MDK|IL76
IL-76 MD-M|IL76
IL-76 MF|IL76
IL-76 T|IL76
IL-76 TD|IL76
IL-76 TD-90|IL76
IL-76 TD-90SW|IL76
IL-76 TD-90VD|IL76
IL-76MD|IL76
IL-76MF|IL76
IL-76T|IL76
IL-86 VKP|IL86
IL-96 300|IL96
IL-96 300M|IL96
IL-96 300PU|IL96
IL-96 400VPU|IL96
IL-96 VVIP|IL96
ILYUSHIN IL-76 MD|IL76
ILYUSHIN IL-76 TD|IL76
ILYUSHIN IL-76 TD-90SW|IL76
ILYUSHIN IL-76 TD-90VD|IL76
ILYUSHIN IL-96 300|IL96
IMPALA MB-326M|M326
INSPIRE 2|ASTR
INSTRUCTOR S.11|S11
IRAQI FURY|FURY
IS-28 B2|IS28
IS-28B2|GLID
IS-28M 2 LARK|IS28
IS-28M 2/G|IS28
IS-28M 2/GR|IS28
IS-28M2/80HP|IS28
IS-28M2/GR|IS28
IS-28M2A|IS28
IS-29 D2|GLID
IS-29D|GLID
ISAACS FURY FURY|IFUR
ISAACS FURY II FURY|IFUR
ISAACS SPITFIRE|ISPT
ISKRA|TS11
ISLANDER AL.1|BN2T
ISLANDER BN-2A|BN2P
ISLANDER BN-2A-2|BN2P
ISLANDER BN-2A-20|BN2P
ISLANDER BN-2A-21|BN2P
ISLANDER BN-2A-26|BN2P
ISLANDER BN-2A-27|BN2P
ISLANDER BN-2A-3|BN2P
ISLANDER BN-2A-6|BN2P
ISLANDER BN-2A-7|BN2P
ISLANDER BN-2A-7R|BN2P
ISLANDER BN-2A-8|BN2P
ISLANDER BN-2A-9|BN2P
ISLANDER BN-2B-20|BN2P
ISLANDER BN-2B-21|BN2P
ISLANDER BN-2B-26|BN2P
ISLANDER BN-2B-27|BN2P
ISLANDER BN-2T|BN2T
ISRAEL AIRCRAFT INDUSTRIES 1125 ASTRA|ASTR
ISRAEL AIRCRAFT INDUSTRIES 1126 GALAXY|GALX
IV-PT PROPJET|LNC4
IXC MK 959|SPIT
IXESS|ULAC
J 3 C-100-D1|J3
J 3 C-65|J3
J-1 B DON QUIXOTE|GLID
J1B|J1
J-2|GYRO
J-2 CUB|J2
J-2 GYROPLANE|GYRO
J-20 KRAGUJ|KRAG
J250|JAB4
J-3 C-100 CUB|J3
J-3 C-65 CUB|J3
J-3 C-65 CUB SPECIAL|J3
J-3 C-65D CUB|J3
J-3 C-85 CUB|J3
J-3 C-90 CUB|J3
J-3 C-90 SGAC MARABOUT|J3
J-3 CUB|J3
J-3 F-50 CUB|J3
J-3 L-65 CUB|J3
J35 DRAKEN|SB35
J3C-65|J3
J3C-65/L-4.|J3
J3C-65/L-4H|J3
J-4 A CUB COUPE|J4
J4B|J4B2
J-5|JAJ5
J-5 A CUB CRUISER|J5
J-5 MARCO|JAJ5
J5A|J5
JA35 SUPERSTOL STRET|C56X
JABIRU J160|JAB2
JABIRU J170|JAB2
JABIRU J170 UL|JAB2
JABIRU J230-D|CH7
JABIRU J400|JAB4
JABIRU J-400|JAB4
JABIRU J430|JAB4
JABIRU J450|B212
JABIRU SK|JABI
JABIRU SP-430|JABI
JABIRU SP-470|JAB4
JABIRU SPL-450|JAB4
JABIRU UL|JABI
JABIRU UL-450|ULAC
JABIRU UL-450 JABIRU|ULAC
JABIRU UL-450WW|ULAC
JABIRU UL-D|ULAC
JAK-12M|YK12
JANUS|GLID
JANUS A|GLID
JANUS B|GLID
JANUS BM|GLID
JANUS C|GLID
JANUS CE|JANU
JANUS CM|JANU
JANUS CT|JANU
JAVELIN 100|ATG1
JC-12D HURON|BE20
JEDI 2|PARA
JET EXEC|EXEC
JET EXEC 160|EXEJ
JET FOX|JFOX
JET FOX 91-D|JFOX
JET FOX 97|JFOX
JET PROVOST 3A|JPRO
JET PROVOST MK5A|JPRO
JET PROVOST T MK5 JET PROVOST|JPRO
JET PROVOST T MK5A JET PROVOST|JPRO
JET PROVOST T.3A|JPRO
JET PROVOST T.4|JPRO
JET PROVOST T.5|JPRO
JET PROVOST T.5A|JPRO
JETEXEC|EXEC
JETEXEC 162 RLF|EXEC
JETEXEC 162F|EXEJ
JETSTAR 2|L29B
JETSTAR 731|L29B
JETSTAR 8|L29A
JETSTREAM 31-01|JS31
JETSTREAM 31-02|JS31
JETSTREAM 3102 JETSTREAM 31|JS31
JETSTREAM 31-08|JS31
JETSTREAM 31-12|JS31
JETSTREAM 32-01|JS32
JETSTREAM 32-01EP|JS32
JETSTREAM 32-02|JS32
JETSTREAM 3202 JETSTREAM 31|JS32
JETSTREAM 32-17|JS32
JETSTREAM 41 -01|JS41
JETSTREAM 41 -02|JS41
JETSTREAM 41 -12|JS41
JETSTREAM 41 -21|JS41
JETSTREAM 41 -22|JS41
JETSTREAM 41 -24|JS41
JETSTREAM 4100|JS41
JETSTREAM 4100 JETSTREAM 41|JS41
JETSTREAM 4101|JS41
JETSTREAM MODEL 3112 (BRITISH AEROSPACE)|JS31
JETSTREAM MODEL 3212 (BRITISH AEROSPACE)|JS31
JETSTREAM SERIES 3200|JS32
JK-030 TOPAZ|ULAC
JK-05 JUNIOR|JK05
JMB AIRCRAFT (AVEKO) VL3 EVOLUTION|VL3
JMB VL-3 EVOLUTION|VL3
JOB 15-150|JB15
