#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','110512','Paraglider','Alamon','ALE','Y','Y'
'F','110513','Paraglider','UDO','','Y','Y'
'F','110519','Paraglider','','ASK','Y','Y'
'F','11051D','Paraglider','51583','','Y','Y'
'F','11051E','Paraglider','2836','','Y','Y'
'F','110520','Paraglider','znq','','Y','Y'
'F','110523','HangGlider','Barbara','','Y','Y'
'F','110527','','','','Y','N'
'F','110528','Paraglider','Michael','MB','Y','Y'
'F','110529','Paraglider','CH56330','','Y','Y'
'F','110534','Paraglider','HBoetes','VEG','Y','Y'
'F','110536','Paraglider','Michel','MB','Y','Y'
'F','110539','Paraglider','ThiloG','ThG','Y','Y'
'F','11053D','Paraglider','NeyerMa','Nem','Y','Y'
'F','11054B','Paraglider','57411','Phi','Y','Y'
'F','11054C','Paraglider','CH32819','','Y','Y'
'F','110551','','','','Y','N'
'F','110556','Paraglider','Doerges','CDO','Y','Y'
'F','11055F','Paraglider','SIGITAS','FAI','Y','Y'
'F','110575','Paraglider','Langer','RL','Y','Y'
'O','110579','Paraglider','TOMOTTI','','Y','Y'
'F','110584','Paraglider','Sebi','66','Y','Y'
'F','110588','Paraglider','10093','fur','Y','Y'
'F','110591','HangGlider','56758','KRF','Y','Y'
'F','110594','Paraglider','DETE','','Y','Y'
'F','1105A0','Paraglider','Florian','','Y','Y'
'F','1105B0','HangGlider','sebbfly','seb','Y','Y'
'F','1105C8','Paraglider','HB54350','','Y','Y'
'F','1105D4','Paraglider','31479','swd','Y','Y'
'F','1105E2','Paraglider','','','Y','Y'
'F','1105F8','Paraglider','JanPiu','PIJ','Y','Y'
'F','1105F9','Paraglider','SiB','SiB','Y','Y'
'F','1105FA','Paraglider','Paul G','','Y','Y'
'F','1105FB','Paraglider','Hannes','joe','Y','Y'
'F','1105FC','Paraglider','AnR','AnR','Y','Y'
'F','1105FE','Paraglider','Mario','MH','Y','Y'
'F','1105FF','Paraglider','GTStefa','GTS','Y','Y'
'F','110607','Paraglider','','PEZ','Y','Y'
'F','110611','Paraglider','Michi P','MP','Y','Y'
'O','110618','Paraglider','Bladti','123','Y','Y'
'F','11061D','HangGlider','HoHuene','HoH','Y','Y'
'F','110626','Paraglider','','HT','Y','Y'
'F','11062E','Paraglider','','','Y','Y'
'F','110634','Paraglider','','','Y','Y'
'F','11063F','HangGlider','','','Y','Y'
'O','110642','Cirrus Std','OK-6557','MF','Y','Y'
'F','110650','Paraglider','Tobi','TB','Y','Y'
'F','110653','Paraglider','59239','','Y','Y'
'F','110656','','','','Y','N'
'F','11065F','Paraglider','HansEl','HEL','Y','Y'
'F','110661','HangGlider','Rainer','RTH','Y','Y'
'F','110668','Paraglider','NajHo','JEH','Y','Y'
'F','11066D','','','','Y','N'
'F','110679','Paraglider','','','Y','Y'
'F','11067B','Paraglider','11067B','','Y','Y'
'F','11067C','Paraglider','HaakanP','HP','Y','Y'
'F','11069A','Paraglider','41389','24','Y','Y'
'F','1106A0','Paraglider','41227','','Y','Y'
'F','1106A2','Paraglider','B.H.W.','','Y','Y'
'F','1106A5','Paraglider','Daniel','ZIO','Y','Y'
'F','1106A6','Paraglider','Thomas','TL','Y','Y'
'F','1106AB','Paraglider','DETI1','','Y','Y'
'F','1106BD','Paraglider','FlyingR','RoG','Y','Y'
'F','1106C2','Paraglider','51334','wip','Y','Y'
'F','1106C6','Paraglider','','','Y','Y'
'F','1106D1','A380','RogerL','','Y','Y'
'F','1106D5','Paraglider','Falkner','FW','Y','Y'
'F','1106E5','Paraglider','Artur B','aba','Y','Y'
'F','1106F2','Paraglider','WATCH','WA','Y','Y'
'F','1106F8','Paraglider','TT','TT','Y','Y'
'F','1106FD','Paraglider','Boom','','Y','Y'
'F','1106FE','Paraglider','GeorgS','G_S','Y','Y'
'F','110700','Paraglider','','','Y','Y'
'F','110701','Paraglider','','SvH','Y','Y'
'F','110702','Paraglider','MafrSt','','Y','Y'
'F','110713','Mistral','41325','','Y','Y'
'F','11071B','Paraglider','OLIVIU','OLI','Y','Y'
'F','110722','Paraglider','Pascal','S.','Y','Y'
'F','110729','Paraglider','ToRo1','TOM','Y','Y'
'F','110732','Paraglider','D-NWOP','WOP','Y','Y'
'F','110733','Baloon','HBQWP','','Y','Y'
'F','110735','Paraglider','WernerZ','WeZ','Y','Y'
'F','110739','Paraglider','oe6543','blm','Y','Y'
'F','110748','Paraglider','OXA3','SW','Y','Y'
'F','110749','Paraglider','Mentor','WIF','Y','Y'
'F','110755','Paraglider','JoeT','JTR','Y','Y'
'F','110769','Drone/UAV','SUI9965','','Y','Y'
'F','110778','Paraglider','42104','ChB','Y','Y'
'F','110779','PA-28','G-AXSZ','','Y','Y'
'F','11077F','Paraglider','Tille','E3','Y','Y'
'F','110785','Paraglider','OE-6674','674','Y','Y'
'F','110786','Drone/UAV','0Z-1998','998','Y','Y'
'F','110793','Paraglider','GVM','','Y','Y'
'F','1107AE','Paraglider','Nico','Nic','Y','Y'
'F','1107BA','Arcus S','','','Y','Y'
'F','1107CF','Paraglider','Richard','UlR','Y','Y'
'F','1107D1','Motorglider','D-MIDL','','Y','Y'
'F','1107D7','Paraglider','Lothar','LG','Y','Y'
'F','1107D8','ASH-25 MI','HB 2351','RC','Y','Y'
'F','1107E1','Paraglider','109-1','','Y','Y'
'F','1107E3','Paraglider','','','Y','Y'
'F','1107E4','Paraglider','Rainu','RFr','Y','Y'
'F','1107EA','Paraglider','54643','MIC','Y','Y'
'F','1107F2','Paraglider','YWA','YWA','Y','Y'
'F','1107F3','Paraglider','Adler','ADL','Y','Y'
'F','1107FB','Paraglider','Mathias','ML','Y','Y'
'F','1107FC','Paraglider','','','Y','Y'
'F','11080A','Paraglider','HCW','HCW','Y','Y'
'O','11080C','Paraglider','','','Y','Y'
'F','11080F','','','','Y','N'
'F','110810','Paraglider','tbov','','Y','Y'
'F','11083A','Paraglider','RAFPG01','','Y','Y'
'F','110845','Paraglider','Dietmar','DMM','Y','Y'
'F','11084C','Paraglider','MeyN','Nik','Y','Y'
'F','11084F','Paraglider','RAFPG02','','Y','Y'
'F','110850','Paraglider','C42F','RKO','Y','Y'
'F','110858','Paraglider','Michael','MKO','Y','Y'
'F','110872','HangGlider','Shue','SH','Y','Y'
'F','110883','Paraglider','harry.m','HaM','Y','Y'
'F','11088D','Paraglider','','Rom','Y','Y'
'F','110894','Paraglider','Thrim','OLR','Y','Y'
'F','1108AF','HangGlider','CHM','CHM','Y','Y'
'F','1108B5','Paraglider','18714','','Y','Y'
'F','1108B8','Paraglider','Heike H','','Y','Y'
'F','1108B9','Paraglider','1108B9','8B9','Y','Y'
'F','1108BA','Paraglider','','','Y','Y'
'F','1108D0','Paraglider','Zille','','Y','Y'
'F','1108D4','Paraglider','BeWi','BeW','Y','Y'
'F','1108D9','Paraglider','ThomasR','TR','Y','Y'
'F','1108DF','Paraglider','Mike','','Y','Y'
'F','1108E4','Paraglider','Helge F','HFi','Y','Y'
'F','1108F2','Paraglider','Florian','FLO','Y','Y'
'F','1108F6','Paraglider','H.L.','H.L','Y','Y'
'O','1108FB','Paraglider','','','Y','Y'
'O','110901','HangGlider','D-MAUB','UBI','Y','Y'
'F','110907','Paraglider','110907','','Y','Y'
'F','110911','Paraglider','WS007','WS7','Y','Y'
'F','110918','Paraglider','Max','AMK','Y','Y'
'F','110930','Paraglider','Rubinho','','Y','Y'
'F','11093B','Paraglider','Wini2','WIN','Y','Y'
'F','11093C','Paraglider','Sonja','SLI','Y','Y'
'F','110945','Paraglider','Stoebic','','Y','Y'
'F','110949','Paraglider','Lars','LMX','Y','Y'
'F','110957','Paraglider','Aviator','PAV','Y','Y'
'F','11096B','Paraglider','54644','AT','Y','Y'
'F','11099E','Paraglider','Reiner','RWi','Y','Y'
'F','1109A5','Paraglider','ChUr','CU','Y','Y'
'F','1109C1','Paraglider','Ritter','VRI','Y','Y'
'F','1109C9','Paraglider','Thomas','TT','Y','Y'
'F','1109CB','Paraglider','Tobi','TOW','Y','Y'
'F','1109D5','Paraglider','D-MRPK','','Y','Y'
'F','1109E5','Paraglider','BART','PTN','Y','Y'
'F','1109FE','Paraglider','Andysie','','Y','Y'
'F','110A04','Paraglider','ABR','','Y','Y'
'F','110A23','Paraglider','54643','MIC','Y','Y'
'F','110A30','Paraglider','NW','','Y','Y'
'F','110A35','Paraglider','DO1CBX','CBX','Y','Y'
'F','110A3B','Paraglider','Erika','EJe','Y','Y'
'F','110A54','Paraglider','FFR007','FFR','Y','Y'
'F','110A6F','Paraglider','Thoralf','TH','Y','Y'
'F','110A76','Paraglider','Ruben','RuB','Y','Y'
'F','110A83','Paraglider','','','Y','Y'
'F','110A86','Paraglider','Michael','EBI','Y','Y'
'F','110A8C','Paraglider','Adrian','AKS','Y','Y'
'F','110A9C','Paraglider','Nobaetz','NoB','Y','Y'
'F','110AAC','Paraglider','Klaus N','KN','Y','Y'
'F','110AAD','Paraglider','Marcus','MK','Y','Y'
'F','110AAF','Paraglider','Ralf','RAS','Y','Y'
'F','110AB9','Paraglider','Ali','Ali','Y','Y'
'F','110AC0','Paraglider','Fetzer','Fet','Y','Y'
'F','110ACB','Paraglider','OliverD','OD','Y','Y'
'F','110ACF','Paraglider','Kai','KaB','Y','Y'
'F','110AD0','Paraglider','Peter','PJe','Y','Y'
'F','110AE1','Paraglider','StefanK','SKU','Y','Y'
'F','110AE4','Paraglider','109-2','','Y','Y'
'F','110AF4','Paraglider','CHB','CHB','Y','Y'
'F','110AF5','Paraglider','19249','Pes','Y','Y'
'F','110AF8','Paraglider','Tobias','','Y','Y'
'F','110AFB','Paraglider','30121','hrd','Y','Y'
'F','110B0D','Paraglider','MaRe','','Y','Y'
'F','110B19','Paraglider','ReAltma','ReA','Y','Y'
'F','110B22','Paraglider','Dogger','Dog','Y','Y'
'F','110B2E','Paraglider','JOW','JOW','Y','Y'
'F','110B49','Paraglider','JRA','066','Y','Y'
'F','110B4C','Paraglider','Izzet','IAL','Y','Y'
'F','110B52','Paraglider','Andreas','AHI','Y','Y'
'F','110B5C','Paraglider','Hitch','CHS','Y','Y'
'F','110B5D','','','','Y','N'
'F','110B61','Paraglider','Bernd','BS','Y','Y'
'F','110B6E','Paraglider','Fnelli','','Y','Y'
'F','110B73','HangGlider','SebWin','SeW','Y','Y'
'F','110B74','Paraglider','Daniel','DPM','Y','Y'
'F','110B79','Paraglider','DoRo','RVD','Y','Y'
'F','110B7A','Paraglider','Matze H','mho','Y','Y'
'F','110B8B','','','','Y','N'
'F','110B93','Paraglider','','','Y','Y'
'F','110B9D','Paraglider','MKrauss','MjK','Y','Y'
'F','110BA8','Paraglider','Alex','ALF','Y','Y'
'F','110BBE','HangGlider','RafaB','RBu','Y','Y'
'F','110BC3','Paraglider','mb1','','Y','Y'
'F','110BC8','Paraglider','LX2RH','RH','Y','Y'
'F','110BD2','Paraglider','Jessi','JA','Y','Y'
'F','110BEE','Paraglider','51812','','Y','Y'
'F','110BFD','Paraglider','HM','HM','Y','Y'
'F','110BFF','HangGlider','Franz O','FOB','Y','Y'
'F','110C15','Paraglider','Guenter','gue','Y','Y'
'F','110C1D','Paraglider','43942','PSC','Y','Y'
'F','110C31','Paraglider','KaPo','KAP','Y','Y'
'F','110C3C','Paraglider','hakanc','hkn','Y','Y'
'F','110C3D','Paraglider','TomKrz','ToK','Y','Y'
'F','110C3E','Paraglider','Stefan','SI','Y','Y'
'F','110C42','Paraglider','D-NMEO','egf','Y','Y'
'F','110C4A','Paraglider','wge','','Y','Y'
'F','110C58','Paraglider','','','Y','Y'
'F','110C60','Paraglider','Sascha','SMK','Y','Y'
'F','110C6C','Paraglider','BABS','BAS','Y','Y'
'F','110C74','Paraglider','JoergH','JHa','Y','Y'
'F','110C7E','Paraglider','Juergen','JM1','Y','Y'
'F','110CA7','Paraglider','Carsten','CHo','Y','Y'
'F','110CC8','Paraglider','D-MXLT','','Y','Y'
'F','110CE2','Paraglider','nfedera','NRB','Y','Y'
'F','110CF0','Paraglider','P.Pan','','Y','Y'
'F','110D0C','Paraglider','50317','BRN','Y','Y'
'F','110D1C','HangGlider','Andy','AK','Y','Y'
'F','110D3F','Paraglider','FRG','','Y','Y'
'O','110D40','Paraglider','SilvKop','SKo','Y','Y'
'F','110D46','Paraglider','Richard','UlR','Y','Y'
'F','110D4B','Paraglider','Pascal','PCR','Y','Y'
'F','110D50','Paraglider','STJE','STJ','Y','Y'
'F','110D52','Paraglider','Martin','ML','Y','Y'
'F','110D54','HangGlider','DannyK','DKo','Y','Y'
'F','110D5E','Paraglider','Norbert','nor','Y','Y'
'F','110D62','Paraglider','Rolf','RHa','Y','Y'
'F','110D69','Paraglider','44419','AC','Y','Y'
'F','110D75','Paraglider','','','Y','Y'
'F','110D87','HangGlider','SHV5569','','Y','Y'
'F','110D8A','Paraglider','Dennis','DaD','Y','Y'
'F','110D8F','Paraglider','25863','52','Y','Y'
'F','110D96','Paraglider','A.Eisen','EiA','Y','Y'
'F','110D97','Paraglider','ThomasT','THT','Y','Y'
'F','110D9B','Paraglider','Peda','pwa','Y','Y'
'F','110DA4','Paraglider','Suckert','KSU','Y','Y'
'F','110DAB','Paraglider','36171','AGA','Y','Y'
'F','110E01','Paraglider','Koertge','CK','Y','Y'
'F','110E05','Paraglider','B Genz','BG','Y','Y'
'F','110E0A','Paraglider','Alex','ALF','Y','Y'
'F','110E0E','Paraglider','Matze H','mho','Y','Y'
'F','110E22','Paraglider','Wenger','RWE','Y','Y'
'F','110E24','Paraglider','AnBi','','Y','Y'
'F','110E2E','Paraglider','37770','','Y','Y'
'F','110E2F','Paraglider','56852','Sam','Y','Y'
'F','110E36','','','','Y','N'
'F','110E37','Paraglider','22716','','Y','Y'
'F','110E3F','Paraglider','Alex','ASC','Y','Y'
'F','110E48','Paraglider','PatPiso','PiP','Y','Y'
'F','110E4B','Paraglider','','Los','Y','Y'
'F','110E63','Paraglider','Ziegler','And','Y','Y'
'F','110E78','Paraglider','CH50024','AnB','Y','Y'
'F','110E88','Paraglider','Michael','MS','Y','Y'
'F','110E95','Paraglider','Achim','AB','Y','Y'
'F','110E99','Paraglider','Marcus','MHe','Y','Y'
'F','110EB3','Paraglider','Marko','','Y','Y'
'F','110EC8','Paraglider','SOMI','SOM','Y','Y'
'F','110EDF','Paraglider','Skygirl','SAA','Y','Y'
'F','110EE1','Paraglider','ReiM','','Y','Y'
'F','110F58','Paraglider','','','Y','Y'
'F','110F62','Paraglider','Jele','JL','Y','Y'
'F','110F70','Paraglider','42308','','Y','Y'
'F','110F74','Paraglider','D-muil','','Y','Y'
'F','110F79','','','','Y','N'
'F','110FA1','Paraglider','TTP','','Y','Y'
'F','110FAC','Paraglider','N-DZAC','AB','Y','Y'
'F','110FCB','Paraglider','Helge M','HEM','Y','Y'
'O','110FCF','Paraglider','HubertS','c6f','Y','Y'
'F','110FF0','Paraglider','AKrauss','AK.','Y','Y'
'F','111001','Paraglider','Gravis','','Y','Y'
'F','111002','Paraglider','Flyer','STL','Y','Y'
'F','111008','Paraglider','MZ','','Y','Y'
'F','111011','Paraglider','','','Y','Y'
'F','111012','Paraglider','PAP001','P01','Y','Y'
'F','111019','Paraglider','Stefan','','Y','Y'
'F','111020','Paraglider','ReinerK','rek','Y','Y'
'F','11103B','Paraglider','Reiner','RH','Y','Y'
'F','11104C','Paraglider','sabrae','','Y','Y'
'F','111051','Paraglider','Flyer','RL','Y','Y'
'F','111068','Paraglider','Dirk','_dw','Y','Y'
'F','11106E','Paraglider','53338','','Y','Y'
'F','111070','Paraglider','Tjure','','Y','Y'
'F','111071','Paraglider','StefChr','Ste','Y','Y'
'F','111077','Paraglider','42104','ChB','Y','Y'
'F','111085','Paraglider','36116','Syl','Y','Y'
'F','11108C','Paraglider','Falcon','FAL','Y','Y'
'F','11109C','Paraglider','Bernd','BB','Y','Y'
'F','1110AF','Paraglider','Charles','CJA','Y','Y'
'F','1110B2','Paraglider','','','Y','Y'
'F','1110B6','Paraglider','Matthia','MM','Y','Y'
'F','1110CF','Paraglider','Peter','eLP','Y','Y'
'F','1110D0','Paraglider','-','JHA','Y','Y'
'F','1110D6','Paraglider','Jens','NIC','Y','Y'
'F','1110DB','Paraglider','713661','0DB','Y','Y'
'F','1110F6','Swift','4181','uh','Y','Y'
'F','1110F9','HangGlider','','RP5','Y','Y'
'F','111101','Ka-6 cr','D-9039','AMH','Y','Y'
'I','111111','ASW-20','FF78UN','77','Y','Y'
'O','111112','SZD-48 Jantar Std 2','VH-UKO','UKO','Y','Y'
'O','111113','ASW-24','VH-GEM','GEM','Y','Y'
'O','111114','Speed Astir','VH-IUA','IUA','Y','Y'
'F','11111F','Drone/UAV','H520','520','Y','Y'
'F','11112E','Paraglider','Heini','hgs','Y','Y'
'F','111130','','','','Y','N'
'F','11113C','Paraglider','ChriMau','CM','Y','Y'
'F','11114A','Paraglider','Stefan','StB','Y','Y'
'F','11114B','Paraglider','ChrMraz','','Y','Y'
'F','111151','Paraglider','MaOp','M-O','Y','Y'
'F','111154','Paraglider','Volker','VT','Y','Y'
'F','11115C','Paraglider','DiAIRk','881','Y','Y'
'F','111165','Paraglider','MPolzin','MiP','Y','Y'
'F','111167','Paraglider','Simon J','SDJ','Y','Y'
'F','11116B','Paraglider','Majed','','Y','Y'
'F','111173','Paraglider','_Dom','HC','Y','Y'
'F','11117F','Paraglider','Peter','PSt','Y','Y'
'F','111188','Paraglider','RENE','RAF','Y','Y'
'F','11118B','Paraglider','25889','CMB','Y','Y'
'F','111192','Mistral C','CH40300','','Y','Y'
'F','111193','Paraglider','42538','Tom','Y','Y'
'O','111198','Paraglider','MaHi','MaH','Y','Y'
'F','111199','Paraglider','','MW','Y','Y'
'O','11119B','Paraglider','xxx','xxx','Y','Y'
'F','11119E','Paraglider','51714','','Y','Y'
'F','1111A3','Paraglider','D-MFCK','EW','Y','Y'
'F','1111B1','Paraglider','LGS','','Y','Y'
'F','1111B3','Paraglider','','','Y','Y'
'F','1111BB','Paraglider','BGerten','BG','Y','Y'
'F','1111C0','Paraglider','HMR999','430','Y','Y'
'F','1111D1','Paraglider','46913','sla','Y','Y'
'F','1111D2','Paraglider','RAFPG03','','Y','Y'
'F','1111D3','Paraglider','RAFPG04','','Y','Y'
'F','1111D5','Paraglider','RAFPG05','','Y','Y'
'F','1111D9','Paraglider','RAFPG06','','Y','Y'
'F','1111DA','Paraglider','Jo20','','Y','Y'
'F','1111DC','Paraglider','MRD','','Y','Y'
'F','1111ED','Paraglider','32176','','Y','Y'
'F','111201','Paraglider','','MFI','Y','Y'
'F','111203','Paraglider','RE','','Y','Y'
'F','11121A','Paraglider','hema','ZZZ','Y','Y'
'F','111231','Paraglider','minchau','MCN','Y','Y'
'F','11124A','Paraglider','Pa.Se.','PGS','Y','Y'
'F','11125C','Paraglider','ManuP','mpd','Y','Y'
'F','11128B','Paraglider','Andi_SW','ASW','Y','Y'
'F','111296','Paraglider','RAFPG07','','Y','Y'
'F','111297','Paraglider','RAFPG08','','Y','Y'
'F','111298','Paraglider','RAFPG09','','Y','Y'
'F','111299','Paraglider','RAFPG10','','Y','Y'
'F','11129A','Paraglider','RAFPG11','','Y','Y'
'F','11129B','Paraglider','RAFPG12','','Y','Y'
'F','11129C','Paraglider','RAFPG13','','Y','Y'
'F','11129D','Paraglider','RAFPG14','','Y','Y'
'F','11129E','Paraglider','RAFPG15','','Y','Y'
'F','11129F','Paraglider','RAFPG16','','Y','Y'
'F','1112A0','Paraglider','RAFPG17','','Y','Y'
'F','1112A1','Paraglider','RAFPG18','','Y','Y'
'F','1112A2','Paraglider','RAFPG19','','Y','Y'
'F','1112A3','Paraglider','RAFPG20','','Y','Y'
'F','1112A4','Paraglider','RAFPG21','','Y','Y'
'F','1112A5','Paraglider','RAFPG22','','Y','Y'
'F','1112A6','Paraglider','RAFPG23','','Y','Y'
'F','1112A7','Paraglider','RAFPG24','','Y','Y'
'F','1112A8','Paraglider','RAFPG25','','Y','Y'
'F','1112A9','Paraglider','','','Y','Y'
'F','1112AA','Paraglider','D-MXXO','','Y','Y'
'F','1112B0','Paraglider','Andreas','AnP','Y','Y'
'F','1112BA','Paraglider','Klaus R','KR','Y','Y'
'F','1112CF','Paraglider','FrDu','FrD','Y','Y'
'F','1112D1','Paraglider','S.H.','SHO','Y','Y'
'F','1112F4','Paraglider','Rudi','','Y','Y'
'F','111300','Paraglider','karsten','sla','Y','Y'
'F','111301','UFO','Awesome','MP','Y','Y'
'F','111317','','','','Y','N'
'F','111329','Paraglider','MMAB','SHK','Y','Y'
'F','11133C','Paraglider','Patrick','PF','Y','Y'
'F','111344','','','','Y','N'
'F','111348','Ultralight','D-MBAP','','Y','Y'
'F','11135F','Paraglider','FCM','','Y','Y'
'F','11136B','Paraglider','JacJack','','Y','Y'
'F','111380','Paraglider','WeexAir','WXR','Y','Y'
'F','111382','Paraglider','MicRued','GCM','Y','Y'
'F','11138B','Paraglider','Dave','DG','Y','Y'
'F','111392','Paraglider','ChrisPe','PCH','Y','Y'
'F','1113A2','Paraglider','Philip','PhK','Y','Y'
'F','1113AA','Paraglider','35643','','Y','Y'
'F','1113C6','Paraglider','Florian','FLN','Y','Y'
'F','1113D8','Paraglider','46267','','Y','Y'
'F','1113EF','Paraglider','53744','smr','Y','Y'
'F','1113F0','Paraglider','58218','','Y','Y'
'F','1113FD','Paraglider','Brunth','thb','Y','Y'
'F','1113FE','Paraglider','SarahHe','HEL','Y','Y'
'F','111409','Paraglider','MichiL','MLG','Y','Y'
'F','11140E','Paraglider','6594','Lin','Y','Y'
'F','111412','Paraglider','PAP004','P04','Y','Y'
'F','111414','Paraglider','Paragld','PGL','Y','Y'
'F','111425','Paraglider','58364','hb','Y','Y'
'F','11142C','Paraglider','Django','123','Y','Y'
'F','111432','Paraglider','StefFri','sfr','Y','Y'
'F','111447','Paraglider','MLO','','Y','Y'
'F','111454','Paraglider','JYM','JYM','Y','Y'
'F','111475','','','','Y','N'
'F','111483','Paraglider','Martin','','Y','Y'
'F','111495','Paraglider','PAP008','P08','Y','Y'
'F','111497','Paraglider','PAP005','P05','Y','Y'
'F','111498','Paraglider','M.Potzi','mpo','Y','Y'
'F','11149B','Paraglider','PAP003','P03','Y','Y'
'F','11149C','Paraglider','PAP007','P07','Y','Y'
'F','11149D','Paraglider','PAP006','P06','Y','Y'
'F','1114B9','Paraglider','Gin C','','Y','Y'
'F','1114C1','Paraglider','BrunoS','','Y','Y'
'F','1114F2','HangGlider','44372','MJ','Y','Y'
'F','111505','Paraglider','Ulrich','UM','Y','Y'
'F','11151C','Paraglider','','','Y','Y'
'F','111542','Paraglider','UliH','Uli','Y','Y'
'F','111552','','','','Y','N'
'F','11155B','Paraglider','Daan','DKS','Y','Y'
'F','11155F','Paraglider','BKosog','BK','Y','Y'
'F','111563','Paraglider','InSt','ISS','Y','Y'
'F','111567','Paraglider','Felix','F-H','Y','Y'
'F','111578','Paraglider','Omkar P','OmP','Y','Y'
'F','111583','Paraglider','Mufke','6','Y','Y'
'F','11159A','Paraglider','','','Y','Y'
'F','11159B','Paraglider','francko','FOF','Y','Y'
'F','11159D','Paraglider','CST','CST','Y','Y'
'F','1115CD','Paraglider','Bernd','BSC','Y','Y'
'F','1115DE','Paraglider','Wiltrud','WUS','Y','Y'
'F','1115DF','Paraglider','Andreas','','Y','Y'
'F','1115FE','Paraglider','Hammer','HAM','Y','Y'
'F','111633','Paraglider','','','Y','Y'
'F','11164A','Paraglider','C Bevan','602','Y','Y'
'F','111651','Paraglider','HolgFix','HFX','Y','Y'
'F','111657','Paraglider','Martin','HOE','Y','Y'
'F','11167D','Paraglider','GAEL','GLF','Y','Y'
'F','111698','Paraglider','','JBW','Y','Y'
'F','1116BA','Paraglider','Pitair','PKa','Y','Y'
'F','1116D6','Drone/UAV','1116D6','6D6','Y','Y'
'F','1116D7','','','','N','N'
'F','1116DA','','','','Y','N'
'F','1116E3','Paraglider','SZAWOJ','SZA','Y','Y'
'F','111708','Paraglider','1078','DB','Y','Y'
'F','111720','Paraglider','','','Y','Y'
'F','11172A','Paraglider','DK5RF','','Y','Y'
'F','111739','Paraglider','cking','','Y','Y'
'F','11173B','Paraglider','HA-WRP','WRP','Y','Y'
'O','111741','Paraglider','11339','uha','Y','Y'
'F','11174D','Paraglider','52851','','Y','Y'
'F','111759','Paraglider','50268','LJS','Y','Y'
'F','11176E','Paraglider','55201','','Y','Y'
'O','111783','Paraglider','000','000','Y','Y'
'F','11178D','Paraglider','ImI','ImI','Y','Y'
'F','1117C9','Paraglider','MarcoG','cmg','Y','Y'
'F','1117D7','Paraglider','joern_k','Jrn','Y','Y'
'F','1117F6','Paraglider','Niviuk','','Y','Y'
